timestamp,payment_id,customer_id,amount,failure_reason,recovery_probability,recommended_action,action_probability,expected_recovery,recovery_allowed,policy_reasons,execution_status,recovered_amount,agent_reason,execution_message
2026-09-05T16:06:56,pay_1079,cust_124,9999,network_error,0.76,retry_payment,0.8,6079.39,False,high_value_transaction,blocked,0.0,Selected retry_payment because it has the highest expected recovery value.,Recovery blocked by policy.
2026-09-05T16:06:56,pay_1064,cust_114,9999,timeout,0.69,retry_payment,0.75,5174.48,False,high_value_transaction,blocked,0.0,Selected retry_payment because it has the highest expected recovery value.,Recovery blocked by policy.
2026-09-05T16:06:56,pay_1076,cust_130,1499,network_error,0.83,retry_payment,0.8,995.34,True,approved,recovered,1499.0,Selected retry_payment because it has the highest expected recovery value.,Recovery action succeeded.
2026-09-05T16:06:56,pay_1080,cust_112,1499,timeout,0.86,retry_payment,0.75,966.85,True,approved,recovered,1499.0,Selected retry_payment because it has the highest expected recovery value.,Recovery action succeeded.
2026-09-05T16:06:56,pay_1097,cust_104,9999,insufficient_funds,0.17,send_payment_link,0.55,934.91,False,"maximum_retry_limit_reached, high_value_transaction",blocked,0.0,Selected send_payment_link because it has the highest expected recovery value.,Recovery blocked by policy.
2026-09-05T16:06:56,pay_1084,cust_119,9999,expired_card,0.12,request_payment_method_update,0.6,719.93,False,high_value_transaction,blocked,0.0,Selected request_payment_method_update because it has the highest expected recovery value.,Recovery blocked by policy.
2026-09-05T16:06:56,pay_1020,cust_102,1499,insufficient_funds,0.83,send_payment_link,0.55,684.29,True,approved,recovered,1499.0,Selected send_payment_link because it has the highest expected recovery value.,Recovery action succeeded.
2026-09-05T16:06:56,pay_1052,cust_128,2499,timeout,0.19,retry_payment,0.75,356.11,False,maximum_retry_limit_reached,blocked,0.0,Selected retry_payment because it has the highest expected recovery value.,Recovery blocked by policy.
2026-09-05T16:06:56,pay_1041,cust_108,499,insufficient_funds,0.78,send_payment_link,0.55,214.07,True,approved,failed,0.0,Selected send_payment_link because it has the highest expected recovery value.,Recovery action was attempted but was unsuccessful.
2026-09-05T16:06:56,pay_1085,cust_126,9999,expired_card,0.03,request_payment_method_update,0.6,179.98,False,"maximum_retry_limit_reached, low_recovery_probability, high_value_transaction",blocked,0.0,Selected request_payment_method_update because it has the highest expected recovery value.,Recovery blocked by policy.
2026-09-05T16:06:56,pay_1054,cust_100,4999,expired_card,0.06,request_payment_method_update,0.6,179.96,False,low_recovery_probability,blocked,0.0,Selected request_payment_method_update because it has the highest expected recovery value.,Recovery blocked by policy.
2026-09-05T16:06:56,pay_1030,cust_102,299,timeout,0.68,retry_payment,0.75,152.49,True,approved,recovered,299.0,Selected retry_payment because it has the highest expected recovery value.,Recovery action succeeded.
2026-09-05T16:06:56,pay_1035,cust_112,299,insufficient_funds,0.76,send_payment_link,0.55,124.98,True,approved,recovered,299.0,Selected send_payment_link because it has the highest expected recovery value.,Recovery action succeeded.
2026-09-05T16:06:56,pay_1066,cust_126,9999,expired_card,0.02,request_payment_method_update,0.6,119.99,False,"maximum_retry_limit_reached, low_recovery_probability, high_value_transaction",blocked,0.0,Selected request_payment_method_update because it has the highest expected recovery value.,Recovery blocked by policy.
2026-09-05T16:06:56,pay_1081,cust_127,999,timeout,0.14,retry_payment,0.75,104.9,True,approved,recovered,999.0,Selected retry_payment because it has the highest expected recovery value.,Recovery action succeeded.
2026-09-05T16:06:56,pay_1053,cust_123,499,insufficient_funds,0.38,send_payment_link,0.55,104.29,True,approved,failed,0.0,Selected send_payment_link because it has the highest expected recovery value.,Recovery action was attempted but was unsuccessful.
2026-09-05T16:06:56,pay_1034,cust_101,199,insufficient_funds,0.79,send_payment_link,0.55,86.47,True,approved,recovered,199.0,Selected send_payment_link because it has the highest expected recovery value.,Recovery action succeeded.
2026-09-05T16:06:56,pay_1049,cust_127,999,bank_declined,0.15,send_payment_link,0.45,67.43,True,approved,recovered,999.0,Selected send_payment_link because it has the highest expected recovery value.,Recovery action succeeded.
2026-09-05T16:06:56,pay_1002,cust_116,299,insufficient_funds,0.27,send_payment_link,0.55,44.4,True,approved,recovered,299.0,Selected send_payment_link because it has the highest expected recovery value.,Recovery action succeeded.
2026-09-05T16:06:56,pay_1086,cust_110,1499,bank_declined,0.06,send_payment_link,0.45,40.47,False,"maximum_retry_limit_reached, low_recovery_probability",blocked,0.0,Selected send_payment_link because it has the highest expected recovery value.,Recovery blocked by policy.
2026-09-05T16:06:56,pay_1004,cust_103,499,network_error,0.1,retry_payment,0.8,39.92,False,maximum_retry_limit_reached,blocked,0.0,Selected retry_payment because it has the highest expected recovery value.,Recovery blocked by policy.
2026-09-05T16:06:56,pay_1082,cust_116,299,network_error,0.16,retry_payment,0.8,38.27,False,maximum_retry_limit_reached,blocked,0.0,Selected retry_payment because it has the highest expected recovery value.,Recovery blocked by policy.
2026-09-05T16:06:56,pay_1096,cust_108,1499,expired_card,0.04,request_payment_method_update,0.6,35.98,False,"maximum_retry_limit_reached, low_recovery_probability",blocked,0.0,Selected request_payment_method_update because it has the highest expected recovery value.,Recovery blocked by policy.
2026-09-05T16:06:56,pay_1018,cust_117,299,timeout,0.16,retry_payment,0.75,35.88,True,approved,failed,0.0,Selected retry_payment because it has the highest expected recovery value.,Recovery action was attempted but was unsuccessful.
2026-09-05T16:06:56,pay_1061,cust_107,999,bank_declined,0.05,send_payment_link,0.45,22.48,True,approved,failed,0.0,Selected send_payment_link because it has the highest expected recovery value.,Recovery action was attempted but was unsuccessful.
2026-09-05T16:06:56,pay_1072,cust_112,999,bank_declined,0.05,send_payment_link,0.45,22.48,False,maximum_retry_limit_reached,blocked,0.0,Selected send_payment_link because it has the highest expected recovery value.,Recovery blocked by policy.
2026-09-05T16:06:56,pay_1019,cust_128,199,expired_card,0.08,request_payment_method_update,0.6,9.55,False,low_recovery_probability,blocked,0.0,Selected request_payment_method_update because it has the highest expected recovery value.,Recovery blocked by policy.
2026-09-05T16:06:56,pay_1062,cust_115,299,expired_card,0.05,request_payment_method_update,0.6,8.97,True,approved,recovered,299.0,Selected request_payment_method_update because it has the highest expected recovery value.,Recovery action succeeded.
2026-09-05T16:06:56,pay_1021,cust_108,299,bank_declined,0.06,send_payment_link,0.45,8.07,False,maximum_retry_limit_reached,blocked,0.0,Selected send_payment_link because it has the highest expected recovery value.,Recovery blocked by policy.
2026-09-05T16:06:56,pay_1031,cust_128,999,expired_card,0.01,request_payment_method_update,0.6,5.99,False,"maximum_retry_limit_reached, low_recovery_probability",blocked,0.0,Selected request_payment_method_update because it has the highest expected recovery value.,Recovery blocked by policy.
2026-09-05T16:06:56,pay_1010,cust_121,499,expired_card,0.02,request_payment_method_update,0.6,5.99,False,maximum_retry_limit_reached,blocked,0.0,Selected request_payment_method_update because it has the highest expected recovery value.,Recovery blocked by policy.
2026-09-05T16:06:56,pay_1048,cust_125,499,expired_card,0.01,request_payment_method_update,0.6,2.99,True,approved,failed,0.0,Selected request_payment_method_update because it has the highest expected recovery value.,Recovery action was attempted but was unsuccessful.
2026-09-05T16:06:56,pay_1057,cust_119,499,expired_card,0.01,request_payment_method_update,0.6,2.99,False,maximum_retry_limit_reached,blocked,0.0,Selected request_payment_method_update because it has the highest expected recovery value.,Recovery blocked by policy.
2026-09-05T16:06:56,pay_1028,cust_107,299,expired_card,0.01,request_payment_method_update,0.6,1.79,False,maximum_retry_limit_reached,blocked,0.0,Selected request_payment_method_update because it has the highest expected recovery value.,Recovery blocked by policy.
